project_id,project_type,location,initial_estimated_duration,initial_estimated_cost,square_footage,num_floors,soil_condition_score,complexity_score,actual_duration,actual_cost,weather_delays,avg_daily_workers,equipment_utilization_rate,safety_incidents,safety_score,defects_found,quality_score,delay_in_days,cost_overrun,cost_per_sqft,productivity_rate,cost_overrun_percentage,delay_percentage
321,Industrial,Site_320,377,7472144.23,63292,45,9.38,2.53,479,8461064.8,27,192,0.81,1,9.03,0,8.26,102,988920.57,133.68,0.69,13.23,27.06
322,Commercial,Site_321,728,5451972.97,30055,34,4.15,1.46,759,7472710.76,12,86,0.81,2,8.43,47,8.45,31,2020737.79,248.63,0.46,37.06,4.26
323,Residential,Site_322,244,8747527.64,43891,9,4.02,6.56,195,10459749.2,0,114,0.89,1,9.98,28,8.2,-49,1712221.56,238.31,1.97,19.57,-20.08
324,Residential,Site_323,579,2830212.56,82912,24,3.91,2.87,758,2854339.31,0,116,0.75,4,9.19,3,7.09,179,24126.75,34.43,0.94,0.85,30.92
325,Commercial,Site_324,475,1994736.27,7588,8,0.69,6.29,488,2674656.26,14,131,0.7,2,9.86,32,6.98,13,679919.99,352.49,0.12,34.09,2.74
326,Commercial,Site_325,193,2023801.0,91536,7,6.38,2.01,211,2127594.41,0,89,0.69,0,9.5,16,6.55,18,103793.41,23.24,4.87,5.13,9.33
327,Industrial,Site_326,482,3673084.35,7304,36,7.33,3.99,387,4387448.49,5,134,0.79,2,9.71,27,9.4,-95,714364.15,600.69,0.14,19.45,-19.71
328,Commercial,Site_327,335,2767555.3,8345,18,6.76,8.03,366,2616225.27,24,193,0.76,4,9.44,49,8.47,31,-151330.03,313.51,0.12,-5.47,9.25
329,Residential,Site_328,265,9335858.33,30300,3,1.38,4.93,368,11863261.83,25,181,0.75,4,8.38,25,6.75,103,2527403.5,391.53,0.45,27.07,38.87
330,Commercial,Site_329,128,1505423.89,25259,28,5.79,6.65,123,1956320.42,12,194,0.63,1,7.76,7,6.71,-5,450896.52,77.45,1.06,29.95,-3.91
331,Infrastructure,Site_330,566,7140412.01,92006,6,5.69,6.83,587,8048704.74,26,143,0.85,1,8.11,33,9.49,21,908292.73,87.48,1.1,12.72,3.71
332,Commercial,Site_331,627,2297604.63,89553,44,8.68,8.59,760,3383575.88,27,41,0.67,3,7.06,17,8.97,133,1085971.26,37.78,2.87,47.27,21.21
333,Commercial,Site_332,497,8875552.76,16352,44,3.79,3.92,640,12643236.92,0,117,0.67,2,8.57,30,8.64,143,3767684.15,773.19,0.22,42.45,28.77
334,Residential,Site_333,614,9632495.24,34365,21,3.71,7.19,644,12760788.21,4,123,0.74,3,8.52,26,7.63,30,3128292.98,371.33,0.43,32.48,4.89
335,Residential,Site_334,595,4921965.08,20446,28,6.19,9.65,586,6537310.93,8,155,0.68,4,8.58,15,7.05,-9,1615345.85,319.74,0.23,32.82,-1.51
336,Residential,Site_335,125,8851179.06,3336,40,6.33,7.57,170,9306492.82,29,77,0.8,1,9.92,9,9.92,45,455313.76,2789.72,0.25,5.14,36.0
337,Infrastructure,Site_336,109,548879.12,63032,1,4.69,5.41,131,710298.51,24,136,0.73,1,9.73,39,9.19,22,161419.39,11.27,3.54,29.41,20.18
338,Infrastructure,Site_337,410,8289495.72,76415,36,4.43,6.68,357,8446364.14,16,144,0.76,1,7.49,11,7.21,-53,156868.42,110.53,1.49,1.89,-12.93
339,Commercial,Site_338,601,2671939.03,98852,21,4.94,7.66,505,2635605.83,15,123,0.79,0,8.11,21,9.39,-96,-36333.2,26.66,1.59,-1.36,-15.97
340,Residential,Site_339,489,9132662.44,99876,43,8.61,6.51,533,13696077.93,7,17,0.67,4,8.27,15,9.04,44,4563415.49,137.13,11.02,49.97,9.0
341,Commercial,Site_340,560,510641.06,8521,35,4.61,1.15,521,650263.38,16,73,0.65,1,8.08,11,7.19,-39,139622.32,76.31,0.22,27.34,-6.96
342,Infrastructure,Site_341,232,5783726.48,72707,13,9.4,2.75,220,6700983.42,14,144,0.91,4,9.4,10,7.71,-12,917256.94,92.16,2.3,15.86,-5.17
343,Infrastructure,Site_342,181,7688040.14,24481,49,5.04,8.29,240,8248488.37,23,50,0.75,1,8.57,19,6.74,59,560448.24,336.93,2.04,7.29,32.6
344,Residential,Site_343,443,2957539.14,19474,10,9.49,3.45,378,3733456.24,0,49,0.74,2,8.72,0,6.44,-65,775917.1,191.71,1.05,26.24,-14.67
345,Commercial,Site_344,140,2334762.21,47760,44,8.33,7.58,172,2170759.42,11,12,0.61,4,9.56,26,8.89,32,-164002.79,45.45,23.14,-7.02,22.86
346,Residential,Site_345,664,1298933.13,56718,47,3.62,4.35,639,1242830.38,4,154,0.77,3,9.42,2,7.07,-25,-56102.75,21.91,0.58,-4.32,-3.77
347,Industrial,Site_346,279,3601118.98,45629,10,8.64,5.7,350,3311999.61,23,119,0.79,0,7.4,11,9.28,71,-289119.37,72.59,1.1,-8.03,25.45
348,Commercial,Site_347,214,5818520.97,46232,46,1.1,1.61,263,6979326.95,5,123,0.8,3,9.14,29,9.98,49,1160805.99,150.96,1.43,19.95,22.9
349,Residential,Site_348,239,1600516.64,87544,13,9.25,2.63,192,2017233.52,24,121,0.85,4,8.31,8,6.31,-47,416716.88,23.04,3.77,26.04,-19.67
350,Residential,Site_349,403,4078605.94,68169,37,6.32,9.61,445,3823643.54,0,189,0.66,1,7.88,36,7.89,42,-254962.4,56.09,0.81,-6.25,10.42
351,Commercial,Site_350,659,586187.84,51669,38,0.54,9.01,582,781232.87,24,159,0.69,4,7.15,0,9.21,-77,195045.03,15.12,0.56,33.27,-11.68
352,Residential,Site_351,431,8277454.49,79021,24,6.44,6.87,568,8593959.88,0,13,0.88,0,8.46,41,9.16,137,316505.38,108.76,10.7,3.82,31.79
353,Infrastructure,Site_352,394,1720262.82,70184,2,9.74,5.14,521,2255472.49,9,143,0.93,4,8.07,48,9.04,127,535209.67,32.14,0.94,31.11,32.23
354,Residential,Site_353,143,3191758.01,48945,22,0.7,7.08,150,4752969.04,9,175,0.65,1,7.75,3,7.4,7,1561211.04,97.11,1.86,48.91,4.9
355,Commercial,Site_354,533,675063.33,14140,17,5.55,6.57,568,887481.13,2,35,0.77,3,9.08,14,7.82,35,212417.8,62.76,0.71,31.47,6.57
356,Residential,Site_355,702,4606287.45,84457,36,7.48,6.12,689,6586603.35,16,148,0.67,2,9.31,26,8.38,-13,1980315.9,77.99,0.83,42.99,-1.85
357,Infrastructure,Site_356,353,8481154.28,15357,14,8.1,1.53,434,12458129.54,18,26,0.62,3,7.73,7,9.9,81,3976975.26,811.23,1.36,46.89,22.95
358,Residential,Site_357,142,4225436.51,69673,10,4.14,6.7,144,5036934.25,27,101,0.71,1,7.15,22,7.31,2,811497.74,72.29,4.79,19.21,1.41
359,Commercial,Site_358,661,2205224.57,66633,35,2.04,7.92,635,2913972.7,10,40,0.65,1,9.55,14,9.69,-26,708748.12,43.73,2.62,32.14,-3.93
360,Industrial,Site_359,709,7660138.92,77943,25,0.42,9.95,751,10809846.74,28,172,0.85,0,7.03,26,7.08,42,3149707.81,138.69,0.6,41.12,5.92
361,Residential,Site_360,94,7993666.33,97111,3,5.8,1.1,80,8904667.29,17,153,0.79,4,9.81,30,9.96,-14,911000.96,91.7,7.93,11.4,-14.89
362,Infrastructure,Site_361,192,2150658.02,79258,47,4.53,7.57,239,2272897.95,1,116,0.65,4,8.88,38,8.68,47,122239.94,28.68,2.86,5.68,24.48
363,Industrial,Site_362,285,7823114.03,13924,38,9.49,6.15,230,11484011.77,8,155,0.6,3,7.97,46,7.85,-55,3660897.74,824.76,0.39,46.8,-19.3
364,Commercial,Site_363,439,9499329.94,70286,17,0.61,4.91,520,12689034.9,23,120,0.88,2,7.74,7,8.45,81,3189704.96,180.53,1.13,33.58,18.45
365,Commercial,Site_364,136,2080587.08,94269,12,6.85,2.15,123,2146769.05,16,110,0.66,2,7.03,29,7.09,-13,66181.98,22.77,6.97,3.18,-9.56
366,Infrastructure,Site_365,358,7824350.78,75071,24,0.25,4.68,336,9150187.3,27,121,0.81,0,7.71,41,7.1,-22,1325836.52,121.89,1.85,16.95,-6.15
367,Infrastructure,Site_366,459,7231434.04,58326,29,1.71,4.19,542,9963983.7,13,71,0.72,1,7.41,17,6.45,83,2732549.66,170.83,1.52,37.79,18.08
368,Industrial,Site_367,725,4998951.94,91023,43,4.54,3.73,1011,6139901.71,3,121,0.8,0,8.84,3,6.46,286,1140949.77,67.45,0.74,22.82,39.45
369,Commercial,Site_368,195,1050244.38,31651,25,4.55,7.58,246,1354785.06,28,164,0.71,4,7.5,46,7.39,51,304540.68,42.8,0.78,29.0,26.15
370,Commercial,Site_369,209,1209596.97,71202,36,6.86,7.31,195,1635690.71,16,172,0.63,1,8.59,42,9.05,-14,426093.74,22.97,2.12,35.23,-6.7
371,Industrial,Site_370,693,8597939.26,49777,26,9.1,6.3,627,10946943.67,16,125,0.68,0,8.77,21,8.43,-66,2349004.41,219.92,0.64,27.32,-9.52
372,Industrial,Site_371,147,9906409.54,17994,38,6.39,9.45,194,12125916.76,11,182,0.67,3,7.89,2,6.41,47,2219507.21,673.89,0.51,22.4,31.97
373,Infrastructure,Site_372,435,6922496.44,68263,1,9.54,4.15,463,9343768.13,27,44,0.75,4,7.11,14,9.41,28,2421271.69,136.88,3.35,34.98,6.44
374,Commercial,Site_373,563,4736603.92,60634,20,8.82,3.19,496,6330650.28,19,37,0.83,2,7.11,34,8.41,-67,1594046.36,104.41,3.3,33.65,-11.9
375,Industrial,Site_374,206,6651949.61,11800,28,5.84,6.9,271,8500682.33,17,112,0.69,0,7.08,46,9.84,65,1848732.72,720.4,0.39,27.79,31.55
376,Infrastructure,Site_375,216,6146760.66,38823,16,8.34,2.79,278,6859008.24,2,134,0.6,4,9.22,37,8.68,62,712247.58,176.67,1.04,11.59,28.7
377,Residential,Site_376,482,4144316.47,64878,47,6.43,3.84,670,4738973.07,10,111,0.78,4,7.95,32,6.7,188,594656.6,73.04,0.87,14.35,39.0
378,Commercial,Site_377,147,1123448.37,19708,17,0.79,3.02,197,1665246.1,24,146,0.81,2,9.39,13,7.9,50,541797.73,84.5,0.69,48.23,34.01
379,Commercial,Site_378,723,8304373.0,13819,40,7.41,1.62,947,8033912.52,17,152,0.94,2,8.3,47,8.59,224,-270460.48,581.37,0.1,-3.26,30.98
380,Commercial,Site_379,602,4032418.53,75905,28,0.95,8.45,500,4278811.2,3,30,0.81,2,8.36,0,6.11,-102,246392.67,56.37,5.06,6.11,-16.94
381,Commercial,Site_380,185,8278463.61,64870,12,5.94,3.29,159,9896415.28,16,61,0.76,0,8.54,48,6.06,-26,1617951.67,152.56,6.69,19.54,-14.05
382,Commercial,Site_381,727,2898833.12,10283,27,7.03,5.26,829,4064273.65,17,172,0.8,2,9.14,25,6.52,102,1165440.52,395.24,0.07,40.2,14.03
383,Infrastructure,Site_382,207,509780.06,31573,42,0.67,1.39,231,508865.21,4,106,0.92,3,7.82,7,7.01,24,-914.85,16.12,1.29,-0.18,11.59
384,Commercial,Site_383,649,2009913.69,79707,47,2.31,7.29,697,2142915.25,13,60,0.89,4,7.36,49,7.72,48,133001.56,26.88,1.91,6.62,7.4
385,Industrial,Site_384,690,4951124.46,31933,30,9.16,3.98,716,4651477.11,9,92,0.71,2,8.67,15,7.95,26,-299647.35,145.66,0.48,-6.05,3.77
386,Infrastructure,Site_385,577,9470884.53,6774,41,6.16,7.7,610,12535579.04,14,64,0.68,4,7.98,37,6.55,33,3064694.51,1850.54,0.17,32.36,5.72
387,Residential,Site_386,326,1470839.39,73055,34,2.46,4.71,372,1533976.14,0,86,0.69,1,8.33,9,8.69,46,63136.75,21.0,2.28,4.29,14.11
388,Commercial,Site_387,361,8614992.86,11983,37,6.91,2.76,289,9762551.69,15,136,0.78,1,8.94,41,8.38,-72,1147558.83,814.7,0.3,13.32,-19.94
389,Commercial,Site_388,278,5506728.91,97468,6,5.97,5.62,265,6422062.18,10,181,0.86,2,8.48,36,7.18,-13,915333.26,65.89,2.03,16.62,-4.68
390,Industrial,Site_389,536,8346247.28,97334,7,5.02,2.17,595,11975098.45,22,102,0.78,4,8.86,25,6.05,59,3628851.18,123.03,1.6,43.48,11.01
391,Commercial,Site_390,670,3334557.09,19133,32,9.76,4.96,826,3824063.99,19,97,0.62,1,8.63,27,6.31,156,489506.89,199.87,0.24,14.68,23.28
392,Commercial,Site_391,336,8479498.06,15939,32,6.83,3.86,303,8370409.42,5,89,0.85,2,9.22,11,7.57,-33,-109088.64,525.15,0.59,-1.29,-9.82
393,Commercial,Site_392,165,7841816.41,1781,25,3.75,9.21,186,9524583.66,23,162,0.88,4,9.12,19,6.62,21,1682767.25,5347.89,0.06,21.46,12.73
394,Infrastructure,Site_393,243,2685509.99,57700,33,8.0,1.55,298,3968578.98,28,101,0.7,2,8.6,48,7.51,55,1283068.99,68.78,1.92,47.78,22.63
395,Industrial,Site_394,524,1747683.7,28624,7,8.85,7.25,558,2210140.7,21,56,0.83,4,9.04,13,8.51,34,462457.0,77.21,0.92,26.46,6.49
396,Residential,Site_395,175,8746516.06,7823,12,1.25,2.64,142,13032591.73,15,193,0.75,1,9.62,45,8.19,-33,4286075.67,1665.93,0.29,49.0,-18.86
397,Infrastructure,Site_396,374,9650748.21,19489,16,2.01,3.87,400,13556062.3,29,47,0.91,2,8.3,34,6.92,26,3905314.09,695.58,1.04,40.47,6.95
398,Industrial,Site_397,309,797371.98,40961,16,2.16,4.74,302,734841.63,1,148,0.9,1,8.24,28,7.38,-7,-62530.35,17.94,0.92,-7.84,-2.27
399,Industrial,Site_398,158,7447065.64,30118,43,6.91,9.17,214,9644246.07,0,24,0.78,2,9.29,11,8.46,56,2197180.44,320.22,5.86,29.5,35.44
400,Industrial,Site_399,136,9140482.85,82816,36,6.03,3.18,118,9799147.21,23,10,0.84,0,8.75,17,9.44,-18,658664.35,118.32,70.18,7.21,-13.24
401,Infrastructure,Site_400,183,8644920.87,23263,13,6.19,1.82,218,10683134.85,23,144,0.91,1,7.21,43,9.01,35,2038213.97,459.23,0.74,23.58,19.13
402,Commercial,Site_401,542,9662944.49,14565,7,9.41,3.87,450,10316228.28,8,10,0.77,1,9.68,1,8.21,-92,653283.79,708.29,3.24,6.76,-16.97
403,Infrastructure,Site_402,293,7720893.75,21354,36,7.76,1.94,312,8564959.22,21,58,0.71,3,7.09,1,7.45,19,844065.48,401.09,1.18,10.93,6.48
404,Industrial,Site_403,307,4701838.24,43951,47,1.28,2.16,347,6836008.39,11,105,0.86,1,9.25,16,7.46,40,2134170.15,155.54,1.21,45.39,13.03
405,Industrial,Site_404,563,3463543.91,92179,9,3.48,6.16,551,3546620.17,16,166,0.68,4,9.28,9,9.52,-12,83076.26,38.48,1.01,2.4,-2.13
406,Industrial,Site_405,521,3547056.03,24648,32,4.35,1.55,559,5052658.84,29,35,0.74,2,9.86,17,6.16,38,1505602.81,204.99,1.26,42.45,7.29
407,Industrial,Site_406,430,7382015.39,51729,11,3.96,1.28,386,6778717.86,24,96,0.9,0,7.16,21,9.95,-44,-603297.53,131.04,1.4,-8.17,-10.23
408,Industrial,Site_407,640,7585451.61,42971,8,6.69,7.43,628,7240510.2,27,182,0.85,4,8.79,18,8.66,-12,-344941.41,168.5,0.38,-4.55,-1.88
409,Industrial,Site_408,701,2403411.86,19658,33,8.92,4.25,822,3395552.36,28,102,0.74,4,8.28,0,8.72,121,992140.49,172.73,0.23,41.28,17.26
410,Residential,Site_409,378,8747166.73,22253,23,3.06,2.13,370,11181797.3,14,111,0.68,4,7.99,23,6.15,-8,2434630.57,502.48,0.54,27.83,-2.12
411,Commercial,Site_410,343,7291778.38,65166,25,5.52,3.28,459,9831808.73,29,80,0.72,4,7.27,35,8.42,116,2540030.35,150.87,1.77,34.83,33.82
412,Commercial,Site_411,446,5846127.72,49563,8,7.89,6.78,524,5996084.42,18,149,0.7,0,8.69,24,7.94,78,149956.7,120.98,0.63,2.57,17.49
413,Residential,Site_412,112,4979558.37,27390,45,4.16,3.48,119,6086265.58,26,104,0.66,3,8.44,35,6.42,7,1106707.21,222.21,2.21,22.23,6.25
414,Infrastructure,Site_413,611,5660711.66,89664,22,1.68,5.45,503,7598551.76,21,169,0.86,1,7.31,30,7.11,-108,1937840.11,84.74,1.05,34.23,-17.68
415,Commercial,Site_414,189,2012834.51,52578,4,4.75,2.1,207,2569158.79,9,127,0.69,4,8.84,30,9.56,18,556324.28,48.86,2.0,27.64,9.52
416,Residential,Site_415,269,2435161.87,80025,40,0.55,6.29,338,2880843.39,28,157,0.76,1,9.21,1,8.2,69,445681.52,36.0,1.51,18.3,25.65
417,Residential,Site_416,312,1366062.66,33658,3,9.42,3.84,299,2016131.27,25,128,0.74,1,9.3,18,7.65,-13,650068.61,59.9,0.88,47.59,-4.17
418,Residential,Site_417,531,1959751.36,7852,29,0.75,6.64,681,2558836.38,26,60,0.94,4,9.72,11,6.29,150,599085.02,325.88,0.19,30.57,28.25
419,Residential,Site_418,697,4810089.53,95986,41,4.38,8.28,662,6948898.15,11,90,0.74,3,8.23,9,8.86,-35,2138808.62,72.39,1.61,44.47,-5.02
420,Commercial,Site_419,414,5538366.74,3551,29,5.3,6.5,535,7409572.1,13,45,0.63,1,9.86,30,8.81,121,1871205.36,2086.62,0.15,33.79,29.23
421,Residential,Site_420,605,669687.98,72947,34,9.85,3.66,514,898237.83,8,76,0.63,2,9.6,44,8.46,-91,228549.85,12.31,1.87,34.13,-15.04
422,Industrial,Site_421,105,8069579.36,62001,34,1.66,3.3,138,7650049.7,26,138,0.81,1,7.89,21,8.04,33,-419529.67,123.39,3.26,-5.2,31.43
423,Industrial,Site_422,425,3294595.75,50159,28,1.14,3.95,467,3675710.54,12,123,0.81,4,7.48,22,7.74,42,381114.79,73.28,0.87,11.57,9.88
424,Residential,Site_423,347,9162442.33,52707,13,0.09,2.48,339,12965054.21,2,164,0.75,0,8.31,22,8.37,-8,3802611.88,245.98,0.95,41.5,-2.31
425,Infrastructure,Site_424,586,9691357.0,34243,15,1.56,2.63,562,10074769.55,20,120,0.75,1,8.21,14,6.93,-24,383412.54,294.21,0.51,3.96,-4.1
426,Commercial,Site_425,249,2261859.31,22800,23,2.07,8.12,263,2192428.19,28,177,0.62,3,8.73,25,9.77,14,-69431.12,96.16,0.49,-3.07,5.62
427,Industrial,Site_426,564,4889924.26,76939,44,6.31,4.46,789,5357712.19,13,151,0.78,2,8.75,2,8.36,225,467787.92,69.64,0.65,9.57,39.89
428,Commercial,Site_427,469,511702.43,58828,26,2.2,4.92,437,528211.35,20,109,0.78,2,9.25,22,7.24,-32,16508.92,8.98,1.24,3.23,-6.82
429,Industrial,Site_428,634,6184109.02,8239,4,0.21,6.35,546,8998947.96,9,118,0.65,0,8.53,19,7.8,-88,2814838.94,1092.24,0.13,45.52,-13.88
430,Infrastructure,Site_429,516,6269411.26,7710,26,8.27,6.31,593,8907454.04,15,129,0.64,0,7.31,44,9.22,77,2638042.78,1155.31,0.1,42.08,14.92
431,Infrastructure,Site_430,702,2851629.58,22384,40,3.66,1.61,767,3421413.51,6,88,0.64,1,9.57,39,6.65,65,569783.93,152.85,0.33,19.98,9.26
432,Commercial,Site_431,357,5804920.39,22038,9,3.54,8.48,397,5438086.14,3,143,0.64,4,7.93,38,7.17,40,-366834.25,246.76,0.39,-6.32,11.2
433,Residential,Site_432,666,2642631.35,41846,5,3.02,2.6,799,3511363.13,26,170,0.81,3,9.91,7,8.72,133,868731.78,83.91,0.31,32.87,19.97
434,Industrial,Site_433,506,2027841.96,88983,32,9.75,7.51,485,2583566.04,19,192,0.67,2,7.35,17,7.26,-21,555724.08,29.03,0.96,27.4,-4.15
435,Residential,Site_434,257,6689434.93,68821,20,1.7,7.95,346,9915968.83,22,28,0.69,0,9.87,40,9.17,89,3226533.9,144.08,7.1,48.23,34.63
436,Industrial,Site_435,132,3596291.91,38991,11,8.98,7.43,140,4442758.13,24,136,0.66,3,7.27,5,6.52,8,846466.22,113.94,2.05,23.54,6.06
437,Infrastructure,Site_436,645,6107507.42,80057,15,7.77,6.21,565,6729472.97,10,38,0.94,4,7.69,26,9.05,-80,621965.55,84.06,3.73,10.18,-12.4
438,Industrial,Site_437,374,4615844.12,7971,32,0.76,1.13,465,5591693.64,15,198,0.9,2,7.14,35,6.27,91,975849.53,701.5,0.09,21.14,24.33
439,Infrastructure,Site_438,486,9851338.37,30139,28,9.87,4.24,576,14654436.96,19,33,0.68,2,9.12,14,6.05,90,4803098.59,486.23,1.59,48.76,18.52
440,Industrial,Site_439,101,1921016.11,86445,22,2.71,6.44,99,2531548.56,3,160,0.71,4,9.55,36,9.59,-2,610532.46,29.29,5.46,31.78,-1.98
441,Residential,Site_440,696,4913686.67,78067,41,0.99,4.49,816,6403446.12,21,19,0.67,2,8.3,4,8.33,120,1489759.45,82.03,5.04,30.32,17.24
442,Residential,Site_441,391,6964337.95,81257,17,8.29,8.77,364,7273616.91,21,191,0.77,4,9.79,38,7.41,-27,309278.96,89.51,1.17,4.44,-6.91
443,Residential,Site_442,342,4257678.3,85742,26,7.07,3.78,364,5731522.65,22,114,0.61,2,8.77,8,6.93,22,1473844.35,66.85,2.07,34.62,6.43
444,Residential,Site_443,588,9759648.59,38711,44,6.17,3.64,787,13177117.38,16,178,0.83,1,8.89,6,8.47,199,3417468.78,340.4,0.28,35.02,33.84
445,Commercial,Site_444,124,7357932.47,7530,7,1.56,3.39,109,8022893.77,12,186,0.78,4,9.54,40,8.04,-15,664961.3,1065.46,0.37,9.04,-12.1
446,Residential,Site_445,179,6741346.65,12116,42,4.78,4.0,184,8023741.56,10,154,0.91,3,7.89,19,9.97,5,1282394.91,662.24,0.43,19.02,2.79
447,Infrastructure,Site_446,694,7692063.04,66794,26,7.81,6.02,897,8282521.18,29,193,0.66,1,8.06,9,9.93,203,590458.14,124.0,0.39,7.68,29.25
448,Commercial,Site_447,691,9550162.06,1282,25,3.04,7.36,954,10077551.06,2,182,0.88,3,9.72,25,8.54,263,527389.0,7860.8,0.01,5.52,38.06
449,Residential,Site_448,507,9124277.2,80473,10,3.12,6.96,543,8353619.24,8,167,0.88,2,9.7,3,7.77,36,-770657.97,103.81,0.89,-8.45,7.1
450,Residential,Site_449,204,7380710.43,2898,45,0.03,8.27,225,7905678.56,5,181,0.64,3,9.93,37,7.96,21,524968.14,2727.98,0.07,7.11,10.29
451,Residential,Site_450,706,7617035.57,5135,19,1.74,8.97,807,9387097.3,21,64,0.74,1,9.71,23,8.73,101,1770061.73,1828.06,0.1,23.24,14.31
452,Commercial,Site_451,285,1886259.7,7629,11,8.75,8.34,387,1699445.89,20,156,0.66,4,7.38,13,6.41,102,-186813.82,222.76,0.13,-9.9,35.79
453,Commercial,Site_452,590,1476527.84,86120,13,4.42,1.17,775,1579783.58,10,166,0.69,0,9.47,40,7.31,185,103255.73,18.34,0.67,6.99,31.36
454,Residential,Site_453,715,5923592.77,90087,8,9.84,7.62,645,8463903.01,15,11,0.69,3,8.23,0,6.3,-70,2540310.25,93.95,12.7,42.88,-9.79
455,Infrastructure,Site_454,582,674492.55,66031,40,3.96,2.88,618,847290.22,18,173,0.79,0,9.97,16,6.29,36,172797.67,12.83,0.62,25.62,6.19
456,Residential,Site_455,164,5082385.62,34380,4,7.15,2.2,176,6427783.03,26,156,0.74,3,8.42,44,6.78,12,1345397.4,186.96,1.25,26.47,7.32
457,Infrastructure,Site_456,502,2498321.01,18071,47,2.82,6.75,639,2853129.02,4,144,0.93,3,8.66,23,7.94,137,354808.01,157.88,0.2,14.2,27.29
458,Commercial,Site_457,465,3787157.39,21074,31,3.64,3.88,540,4945585.54,13,163,0.64,4,8.59,26,9.14,75,1158428.15,234.68,0.24,30.59,16.13
459,Commercial,Site_458,509,7870144.99,91724,28,1.91,1.51,606,7980009.54,16,120,0.94,2,7.97,6,7.94,97,109864.55,87.0,1.26,1.4,19.06
460,Residential,Site_459,366,9441756.29,68843,11,3.47,2.24,512,13135825.37,2,47,0.68,1,7.23,8,7.34,146,3694069.08,190.81,2.86,39.12,39.89
461,Commercial,Site_460,483,1187954.59,40901,43,5.47,1.01,408,1152331.95,3,140,0.87,1,9.69,42,6.33,-75,-35622.63,28.17,0.72,-3.0,-15.53
462,Infrastructure,Site_461,546,5575300.96,12205,1,9.92,9.13,509,7212213.85,15,111,0.72,1,9.41,34,8.2,-37,1636912.89,590.92,0.22,29.36,-6.78
463,Commercial,Site_462,281,8884068.12,56661,49,6.64,1.22,293,9814137.61,15,104,0.65,2,7.42,11,7.09,12,930069.5,173.21,1.86,10.47,4.27
464,Residential,Site_463,188,1283831.08,6906,47,1.99,2.89,189,1731256.2,20,101,0.9,0,9.33,20,8.46,1,447425.12,250.69,0.36,34.85,0.53
465,Infrastructure,Site_464,637,8332883.45,3591,38,0.45,4.75,517,10248269.46,25,80,0.71,1,8.88,2,9.91,-120,1915386.01,2853.88,0.09,22.99,-18.84
466,Industrial,Site_465,185,3899112.83,63987,24,1.26,4.21,158,4567466.87,24,180,0.83,0,8.23,14,6.45,-27,668354.04,71.38,2.25,17.14,-14.59
467,Commercial,Site_466,279,3559899.67,64370,47,5.63,9.21,337,3565785.76,3,199,0.8,2,7.76,20,6.85,58,5886.08,55.4,0.96,0.17,20.79
468,Commercial,Site_467,126,9785930.67,81685,31,7.65,1.36,167,12546472.02,18,33,0.77,2,9.58,9,7.89,41,2760541.35,153.6,14.82,28.21,32.54
469,Commercial,Site_468,458,2408161.35,55400,41,9.4,5.61,507,3575787.06,25,176,0.77,4,9.1,32,9.87,49,1167625.7,64.54,0.62,48.49,10.7
470,Industrial,Site_469,614,7085342.44,26150,46,0.16,7.12,689,9886617.98,16,77,0.86,1,8.64,45,9.09,75,2801275.55,378.07,0.49,39.54,12.21
471,Industrial,Site_470,368,8303686.92,32852,26,5.23,9.39,350,7772291.77,12,137,0.63,4,8.83,5,9.59,-18,-531395.15,236.59,0.69,-6.4,-4.89
472,Commercial,Site_471,306,891243.21,43870,49,4.71,6.58,385,1003306.01,25,102,0.83,1,7.27,1,7.33,79,112062.81,22.87,1.12,12.57,25.82
473,Residential,Site_472,362,6868661.85,53756,5,6.56,8.23,452,9996305.69,21,53,0.91,2,8.42,28,9.97,90,3127643.84,185.96,2.24,45.53,24.86
474,Industrial,Site_473,151,9539724.76,57481,20,5.6,1.75,174,11465091.62,22,142,0.62,2,7.58,39,6.41,23,1925366.86,199.46,2.33,20.18,15.23
475,Industrial,Site_474,685,1680089.68,2283,41,6.87,4.47,635,2179525.06,25,64,0.65,3,7.63,32,6.21,-50,499435.38,954.68,0.06,29.73,-7.3
476,Infrastructure,Site_475,431,9014102.38,34691,11,6.58,4.37,369,13048450.5,23,167,0.85,3,8.98,3,9.42,-62,4034348.12,376.13,0.56,44.76,-14.39
477,Infrastructure,Site_476,486,6150378.06,2125,33,1.17,8.98,407,8759840.86,27,38,0.75,2,9.73,3,9.71,-79,2609462.81,4122.28,0.14,42.43,-16.26
478,Residential,Site_477,108,6357743.53,68065,38,8.0,2.36,124,7636236.32,0,163,0.74,2,8.21,28,6.36,16,1278492.79,112.19,3.37,20.11,14.81
479,Infrastructure,Site_478,266,6322969.66,27170,27,1.23,2.37,344,7351007.27,11,163,0.65,0,7.62,36,6.45,78,1028037.61,270.56,0.48,16.26,29.32
480,Residential,Site_479,701,3338940.92,9438,34,6.99,3.96,921,3685574.98,3,46,0.78,0,8.95,19,6.13,220,346634.06,390.5,0.22,10.38,31.38
481,Residential,Site_480,485,9384417.25,21095,15,4.16,1.49,522,12494522.6,10,124,0.64,4,9.61,40,6.42,37,3110105.35,592.3,0.33,33.14,7.63
